League,Team,Matches,Wins,Draws,Losses,Points,Expected Points,Goals For,Goals Against,Goal Difference,Avg Age,Possession %,Goals p90,xG p90,Shots p90,Shot Accuracy %,Crosses p90,Dribbles p90,Touches in Box p90,xG Against p90,Goals Against p90,Shots Against p90,Defensive Duels p90,Defensive Duels Won %,Aerial Duels p90,Aerial Duels Won %,PPDA,Passes p90,Pass Accuracy %,Through Passes p90,Passes to Final Third p90,Passes to Final Third Acc %,Long Passes p90,Long Pass Accuracy %,Progressive Passes p90,Progressive Runs p90
Azerbaijan 1,Sabah,21,16,4,1,52,41.4,42,12,30,27.7,57.3,1.82,1.62,12.51,37.4,14.85,17.79,20.39,0.75,0.52,7.53,57.92,60.0,22.6,54.0,8.23,393.42,83.9,3.29,47.49,71.8,31.65,57.7,61.9,16.1
Azerbaijan 1,Neftchi,20,7,9,4,30,36.0,28,18,10,28.7,56.3,1.29,1.69,12.23,42.5,14.53,21.01,19.31,0.96,0.83,7.77,61.18,62.1,27.63,47.6,8.69,394.15,85.1,2.94,50.93,74.6,39.62,60.3,68.12,14.8
Azerbaijan 1,Araz,21,9,6,6,33,28.1,31,35,-4,30.1,52.7,1.37,1.23,8.82,37.5,9.04,12.35,13.27,1.4,1.5,11.95,57.41,57.0,25.53,43.0,9.36,350.65,82.6,4.32,38.45,65.6,37.7,53.5,56.44,9.79
Azerbaijan 1,Sumqayıt,20,8,4,8,31,24.9,28,27,1,27.6,50.9,1.27,1.11,9.1,39.0,11.32,19.33,11.51,1.25,1.23,9.64,55.98,59.8,21.87,45.5,12.83,373.05,85.1,1.77,41.02,74.5,32.65,58.9,64.81,13.19
Azerbaijan 1,Kapaz,21,4,1,16,13,20.9,14,45,-31,26.2,45.6,0.62,0.93,9.15,26.1,10.91,14.05,10.56,1.66,1.99,12.06,61.59,58.8,29.96,43.4,10.44,286.39,79.4,3.31,40.65,62.6,41.8,53.2,55.54,9.01
Azerbaijan 1,Qabala,21,4,3,14,15,27.0,18,28,-10,25.6,45.3,0.79,1.15,9.21,30.6,8.06,14.36,10.57,1.19,1.23,11.89,62.42,64.0,22.47,44.9,14.18,340.22,82.6,4.45,36.43,63.1,33.66,48.3,56.56,11.19
Azerbaijan 1,Turan-T,21,12,4,5,40,34.9,27,14,13,29.4,44.1,1.19,1.11,9.3,35.5,10.27,13.27,12.39,0.68,0.62,6.35,58.47,64.4,38.36,47.2,9.3,285.65,78.2,4.28,40.57,57.8,40.92,47.5,55.03,6.44
Azerbaijan 1,Karvan,21,1,3,17,6,10.7,13,44,-31,26.8,42.7,0.57,0.53,5.83,27.1,7.06,13.86,7.32,1.84,1.89,12.28,58.6,61.4,31.45,33.2,11.91,274.04,79.1,1.93,36.14,62.0,38.73,50.3,50.09,8.42
Azerbaijan 1,İmişli,20,4,8,8,20,24.7,18,22,-4,26.7,41.1,0.83,0.9,7.02,36.2,11.95,12.69,9.28,1.08,1.02,10.52,57.69,62.0,32.91,44.7,15.54,279.65,76.9,1.38,34.2,56.8,37.8,52.0,54.78,9.55
Azerbaijan 1,Shamakhi FK,21,6,7,8,25,24.6,21,24,-3,25.4,38.7,0.93,0.85,7.47,36.1,9.33,15.35,10.3,1.09,1.06,10.13,66.03,59.9,30.43,46.8,10.58,239.48,75.5,3.14,36.71,54.3,37.86,44.6,47.99,10.17
Belgium 1,Club Brugge,26,17,2,7,53,44.7,49,31,18,24.2,61.1,1.7,1.75,13.65,36.5,17.15,19.41,26.23,1.27,1.07,10.12,50.04,63.2,30.77,49.7,9.43,513.18,87.5,3.99,59.19,80.6,40.06,61.9,76.59,18.23
Belgium 1,Genk,26,9,8,9,35,38.5,36,40,-4,24.8,60.9,1.25,1.45,13.5,39.2,17.85,20.91,21.15,1.32,1.39,10.82,54.24,64.5,33.71,45.3,9.32,505.04,86.6,4.52,63.11,78.3,40.56,60.0,77.86,16.21
Belgium 1,Sint-Truiden,26,17,3,6,54,44.7,44,29,15,25.1,53.4,1.53,1.71,12.31,33.2,13.91,17.97,19.18,1.27,1.01,9.92,59.72,64.4,32.6,44.8,10.85,410.43,82.4,4.16,49.04,68.9,46.23,53.7,72.03,14.57
Belgium 1,Union Saint-Gilloise,26,16,8,2,56,52.7,43,15,28,26.4,53.4,1.51,1.75,12.67,38.5,14.32,19.16,22.77,0.85,0.53,6.98,59.82,64.6,40.14,52.6,8.76,397.82,81.5,4.28,57.3,69.0,45.12,55.3,72.49,13.89
Belgium 1,Anderlecht,26,11,7,8,40,38.0,34,32,2,24.0,52.3,1.19,1.42,12.48,33.9,14.43,22.44,20.97,1.33,1.12,10.49,68.19,63.7,33.41,40.2,9.19,400.61,81.7,4.37,53.97,68.9,45.09,55.2,71.34,13.88
Belgium 1,Gent,26,10,6,10,36,35.1,41,38,3,25.5,50.6,1.43,1.48,11.22,35.5,16.22,18.64,16.82,1.58,1.33,12.76,58.6,63.2,36.15,43.1,11.52,407.38,82.3,4.27,45.66,66.2,46.08,52.5,66.92,13.67
Belgium 1,Mechelen,26,10,9,7,39,27.0,34,29,5,23.7,49.7,1.18,1.07,8.61,40.1,13.69,16.45,15.37,1.59,1.01,12.61,57.94,63.4,32.37,44.1,13.63,373.03,82.5,2.75,40.31,68.9,40.45,55.4,63.59,12.68
Belgium 1,Charleroi,26,9,6,11,33,33.2,35,35,0,25.1,49.5,1.22,1.25,10.87,35.8,18.23,17.53,18.47,1.37,1.22,10.07,54.9,61.4,41.94,46.6,12.36,348.85,81.4,3.26,43.65,71.4,40.1,57.3,64.2,15.49
Belgium 1,Westerlo,26,9,7,10,34,37.2,34,38,-4,23.2,49.2,1.19,1.56,12.7,34.7,12.32,24.53,19.07,1.58,1.33,11.37,60.89,62.1,35.06,50.8,10.2,353.88,81.2,4.76,46.64,68.0,40.7,55.4,64.35,14.8
Belgium 1,Antwerp,26,8,6,12,30,34.2,29,30,-1,24.3,49.2,1.01,1.18,9.78,38.3,11.31,17.76,13.66,1.22,1.04,11.31,62.08,64.4,38.05,42.2,11.27,336.94,80.2,4.23,44.98,63.5,41.27,49.3,60.9,11.76
Belgium 1,Cercle Brugge,26,6,9,11,27,38.5,34,40,-6,23.6,47.2,1.18,1.65,11.43,31.9,17.09,19.94,19.73,1.51,1.39,11.81,60.79,64.2,42.0,45.1,9.94,332.35,77.3,4.48,52.59,64.0,43.59,50.0,68.39,13.23
Belgium 1,Dender,26,3,8,15,17,29.7,21,44,-23,24.6,47.2,0.74,1.14,8.96,38.2,15.14,16.05,15.95,1.46,1.55,12.6,62.45,64.9,40.64,45.2,12.02,351.89,78.7,3.42,43.39,61.0,45.9,55.3,65.59,9.17
Belgium 1,Zulte-Waregem,26,7,8,11,29,31.1,36,42,-6,24.0,46.8,1.25,1.28,10.55,34.3,12.6,16.22,16.85,1.55,1.46,11.28,54.59,61.8,37.39,49.3,14.24,357.18,82.4,3.9,43.97,68.9,43.14,58.2,66.15,12.81
Belgium 1,OH Leuven,26,7,7,12,28,34.4,28,37,-9,26.1,45.2,0.97,1.36,11.19,33.5,13.17,15.6,15.36,1.45,1.29,10.91,61.12,59.4,37.98,40.6,9.9,305.2,78.8,4.1,43.64,61.9,48.44,55.9,62.86,9.28
Belgium 1,Standard Liège,26,10,4,12,34,28.4,24,33,-9,25.6,43.3,0.83,0.97,8.21,32.9,13.37,14.82,14.16,1.4,1.14,12.78,54.61,64.2,40.07,42.8,13.65,319.8,79.1,2.77,37.85,61.8,40.55,55.0,59.32,12.5
Belgium 1,La Louvière,26,5,10,11,25,30.3,21,30,-9,25.0,39.3,0.73,0.92,7.98,28.7,15.45,19.47,15.31,1.16,1.04,10.27,56.3,64.5,38.63,42.9,14.63,247.75,73.4,5.38,43.52,60.0,43.42,50.7,56.58,11.84
Belgium 2,Club Brugge II,25,4,4,17,16,26.4,27,42,-15,20.3,57.7,1.01,1.08,10.32,36.5,13.3,21.05,14.23,1.61,1.56,12.52,60.72,63.3,29.13,42.7,9.72,482.19,85.4,2.94,48.32,69.3,40.87,53.5,70.85,15.27
Belgium 2,Gent II,24,10,3,11,33,35.1,33,33,0,20.0,57.5,1.29,1.56,11.29,34.8,13.01,18.46,17.14,1.46,1.29,11.72,62.19,59.7,32.99,43.9,9.35,476.52,85.5,5.02,52.07,70.6,45.92,56.3,74.03,16.43
Belgium 2,SK Beveren,24,21,3,0,66,48.6,53,17,36,28.4,55.1,2.16,1.88,14.16,37.2,22.81,20.15,22.52,0.7,0.69,7.51,63.89,65.5,38.8,49.7,9.48,451.31,82.2,3.88,57.93,71.3,51.0,59.7,82.9,15.38
Belgium 2,Beerschot VA,25,13,6,6,45,43.7,35,25,10,27.3,53.7,1.29,1.66,13.1,33.7,18.15,21.46,20.13,1.12,0.92,10.6,64.82,63.8,36.29,43.0,8.66,424.09,83.2,4.34,54.66,68.7,43.07,54.0,73.47,16.53
Belgium 2,Lommel SK,25,13,6,6,45,35.6,49,36,13,24.8,53.4,1.81,1.39,12.62,41.3,15.28,19.61,18.17,1.32,1.33,11.25,59.54,64.3,34.16,46.2,11.34,452.22,84.9,2.78,54.62,72.6,42.96,58.0,73.75,13.69
Belgium 2,Eupen,24,9,8,7,35,26.9,32,28,4,26.6,52.0,1.29,0.98,8.58,39.0,9.91,14.43,14.31,1.29,1.13,12.49,62.23,62.3,34.22,47.0,12.53,419.37,84.8,3.3,39.62,74.0,39.78,58.0,66.99,14.99
Belgium 2,RWD Molenbeek,25,7,7,11,28,29.6,38,41,-3,22.2,51.3,1.41,1.23,10.66,36.5,10.32,20.8,14.21,1.51,1.52,11.66,67.13,61.1,28.16,41.5,11.04,391.01,83.2,3.92,44.11,68.0,44.93,54.2,64.13,17.58
Belgium 2,Lokeren-Temse,25,8,9,8,33,28.6,35,35,0,27.2,51.1,1.29,1.21,10.53,35.0,16.9,18.12,18.78,1.61,1.29,11.05,69.23,60.9,36.31,42.9,8.59,371.12,81.2,3.13,43.31,67.7,42.53,53.9,67.28,13.51
Belgium 2,Anderlecht II,24,5,9,10,24,30.1,31,39,-8,18.6,50.9,1.19,1.42,11.02,33.2,13.88,21.24,17.77,1.69,1.5,13.88,66.06,58.9,26.94,41.9,10.49,381.7,81.9,5.05,45.4,65.6,43.44,52.0,71.85,15.84
Belgium 2,Genk II,24,6,5,13,23,26.5,31,47,-16,19.3,50.3,1.2,1.23,10.82,33.3,11.67,22.96,15.24,1.76,1.82,12.95,58.79,62.5,26.72,44.4,14.91,390.9,83.7,4.27,42.34,64.5,40.52,55.1,64.37,16.98
Belgium 2,Kortrijk,24,16,3,5,51,42.8,43,24,19,25.2,49.2,1.66,1.59,12.12,38.7,17.38,23.92,22.26,0.97,0.93,9.37,69.72,63.5,37.7,48.0,9.2,381.52,79.7,4.3,47.85,64.1,46.41,54.0,73.7,15.21
Belgium 2,Lierse Kempenzonen,24,6,6,12,24,27.4,25,33,-8,22.9,46.9,0.99,1.16,10.35,31.7,13.7,22.94,14.85,1.44,1.22,11.93,68.67,61.2,35.3,51.0,10.33,342.27,80.5,5.13,43.28,64.0,45.45,54.9,65.12,14.26
Belgium 2,Olympic Charleroi,24,3,7,14,16,29.9,21,47,-26,25.5,46.3,0.81,1.15,10.36,36.2,12.91,16.2,12.18,1.33,1.78,10.24,62.16,61.8,34.41,44.0,12.67,356.48,79.8,3.71,45.93,59.1,45.89,51.4,64.52,14.42
Belgium 2,Francs Borains,24,6,7,11,25,31.3,23,31,-8,25.4,46.1,0.89,1.3,11.26,28.4,18.17,17.9,16.47,1.41,1.2,12.19,67.39,63.5,35.88,45.6,12.45,364.51,78.9,5.4,47.57,63.7,47.53,53.4,68.78,13.5
Belgium 2,Liège,25,13,4,8,43,32.2,36,28,8,25.9,44.7,1.38,1.29,9.9,35.7,16.8,17.38,16.73,1.35,1.0,13.04,68.82,62.4,38.94,43.6,13.15,352.6,79.6,3.68,44.85,63.3,50.14,55.8,71.32,15.69
Belgium 2,RFC Seraing,23,4,8,11,20,28.1,22,34,-12,22.4,43.0,0.89,1.27,11.04,33.3,11.85,24.46,14.03,1.52,1.37,10.92,73.1,65.0,36.31,42.0,10.75,304.73,78.1,3.6,41.44,57.4,48.88,49.7,59.56,13.75
Belgium 2,Patro Eisden,25,12,7,6,43,45.7,36,30,6,25.4,38.1,1.32,1.61,12.63,36.6,12.04,22.35,17.29,0.93,1.1,7.56,65.77,63.4,50.73,49.1,10.83,225.99,72.4,2.72,39.9,58.9,47.97,52.4,52.63,11.82
Bosnia 1,Sarajevo,22,11,5,6,38,36.7,32,23,9,26.6,60.6,1.34,1.27,10.53,37.8,16.02,15.89,15.14,0.86,0.96,6.92,51.54,62.4,31.16,47.2,7.52,418.92,82.9,3.94,56.03,67.3,41.52,50.3,68.78,15.18
Bosnia 1,Zrinjski,22,13,5,4,44,36.3,27,15,12,27.2,56.8,1.14,1.26,10.43,33.1,19.26,17.92,15.22,0.85,0.63,7.02,56.57,63.2,36.8,49.1,8.3,404.92,80.5,2.86,54.42,68.3,44.83,49.7,72.17,15.69
Bosnia 1,Borac Banja Luka,22,16,2,4,50,43.3,51,15,36,27.2,52.8,2.17,1.86,13.28,41.3,14.72,17.06,21.74,0.85,0.64,6.81,55.45,65.6,33.28,47.8,9.62,402.17,82.3,2.81,49.57,68.8,41.06,53.9,67.02,12.55
Bosnia 1,Velež,22,9,5,8,32,37.1,20,20,0,27.3,52.3,0.84,1.29,9.38,36.3,14.68,14.43,13.42,0.82,0.84,9.59,58.99,64.1,32.61,42.7,9.33,337.66,79.0,2.4,51.42,62.6,42.79,48.2,64.92,11.23
Bosnia 1,Željezničar,22,6,7,9,25,26.3,19,25,-6,25.7,50.3,0.79,0.93,9.15,32.3,13.23,16.84,12.14,1.25,1.04,9.4,63.76,64.6,43.34,43.7,7.96,306.72,75.0,3.12,48.33,59.1,46.62,49.5,63.38,9.86
Bosnia 1,Rudar Prijedor,22,4,7,11,19,21.0,15,31,-16,26.2,50.1,0.66,0.75,7.7,33.3,8.98,18.53,9.15,1.31,1.37,14.02,57.1,57.7,33.52,41.2,10.59,333.91,80.6,1.86,39.8,62.4,43.16,50.5,60.15,12.29
Bosnia 1,Posušje,22,5,6,11,21,28.8,16,26,-10,25.9,45.5,0.71,1.05,10.15,30.6,12.01,15.96,11.75,1.02,1.11,9.49,64.11,62.4,42.43,43.2,9.28,292.12,74.7,3.06,42.56,55.7,49.17,48.8,60.92,10.77
Bosnia 1,Radnik Bijeljina,22,5,7,10,22,24.7,20,30,-10,24.3,44.0,0.85,0.9,8.86,38.3,10.72,16.1,10.0,1.27,1.27,11.4,56.69,58.7,40.21,46.9,10.13,259.92,73.5,2.92,38.9,56.5,45.17,50.3,56.65,7.16
Bosnia 1,Sloga Doboj,22,4,7,11,19,20.7,14,26,-12,29.5,43.7,0.59,0.61,7.32,33.5,9.98,12.1,9.22,1.36,1.1,10.36,65.77,58.9,33.79,46.7,11.79,292.97,76.6,1.95,38.11,54.9,44.83,47.9,57.35,7.91
Bosnia 1,Široki Brijeg,22,7,9,6,30,25.6,23,26,-3,25.5,43.1,0.96,1.02,8.72,36.1,11.15,15.8,11.07,1.36,1.09,10.73,62.79,59.8,34.37,41.8,12.96,307.06,76.8,3.44,39.03,57.9,45.65,50.2,62.92,9.18
Brazil 1,Vasco da Gama,3,0,1,2,1,6.6,2,4,-2,26.3,60.1,0.59,1.93,17.59,36.7,27.56,32.25,26.09,0.48,1.17,7.92,44.56,53.3,32.54,55.9,8.94,447.36,86.9,1.17,53.06,86.2,32.25,56.4,62.74,21.11
Brazil 1,Flamengo,3,1,1,1,4,5.0,4,4,0,29.7,59.2,1.16,1.25,9.87,35.3,13.94,22.06,15.1,0.88,1.16,8.13,52.55,57.5,28.16,51.5,7.55,457.84,86.4,4.35,54.58,79.8,39.77,62.0,68.23,17.42
Brazil 1,Mirassol,3,1,2,0,5,5.8,6,5,1,29.9,55.9,1.71,2.04,11.14,51.3,15.71,16.86,16.86,1.11,1.43,10.29,48.29,60.4,24.0,45.2,9.51,370.57,84.7,2.57,34.57,71.1,29.14,65.7,51.14,12.57
Brazil 1,Atlético Mineiro,4,1,2,1,5,3.6,6,6,0,29.1,54.9,1.76,1.41,11.76,30.0,13.24,19.12,16.47,1.5,1.76,13.24,50.0,55.9,28.53,38.1,9.88,371.76,84.3,5.59,46.18,69.4,45.88,56.4,62.35,14.41
Brazil 1,Internacional,4,0,2,2,2,5.3,3,6,-3,28.4,54.8,0.86,1.62,14.33,28.0,17.77,16.91,21.5,1.02,1.43,9.46,61.34,57.5,27.52,43.8,8.8,400.41,84.9,2.01,59.04,81.1,32.39,54.9,67.07,13.76
Brazil 1,Santos,3,0,1,2,1,3.3,4,7,-3,27.1,54.3,1.18,1.1,13.53,34.8,17.94,24.71,13.24,1.46,2.06,7.94,49.12,56.3,30.29,49.5,10.11,364.12,84.0,2.94,53.53,79.7,30.29,61.2,62.35,12.06
Brazil 1,Cruzeiro,4,0,2,2,2,2.3,4,9,-5,28.5,53.8,1.16,1.28,11.29,30.8,13.89,17.94,18.52,2.36,2.32,11.0,47.17,62.0,24.02,44.6,10.09,378.23,84.7,6.66,52.38,68.5,32.12,46.8,50.35,19.68
Brazil 1,Corinthians,4,2,1,1,7,3.3,5,3,2,28.6,53.8,1.42,0.95,8.8,35.5,8.23,12.78,14.2,1.6,0.57,10.5,53.38,60.1,23.56,50.6,10.15,355.74,84.4,4.26,35.77,69.0,39.18,62.3,57.92,9.65
Brazil 1,Red Bull Bragantino,4,3,0,1,9,5.8,3,2,1,26.1,53.6,0.88,1.44,15.24,36.5,13.78,19.64,18.18,0.67,0.59,8.79,43.68,55.7,26.09,41.6,7.14,328.93,82.7,6.45,46.61,73.6,40.46,60.1,58.05,14.95
Brazil 1,Botafogo,3,1,0,2,3,2.4,7,6,1,26.8,50.4,2.05,0.94,6.72,52.2,6.43,16.07,9.06,1.82,1.75,10.81,46.17,58.9,21.33,37.0,12.2,350.36,85.1,2.34,37.99,76.2,31.27,57.9,52.31,12.27
Brazil 1,Fluminense,3,2,1,0,7,5.0,4,2,2,29.3,49.7,1.17,1.62,9.61,45.5,8.16,19.81,17.18,1.34,0.58,8.74,59.71,61.5,24.47,50.0,11.3,379.81,84.8,2.04,47.48,81.0,32.62,57.1,60.58,18.93
Brazil 1,São Paulo,4,3,1,0,10,6.3,6,2,4,29.3,49.2,1.3,1.45,8.48,41.0,11.96,10.0,13.26,0.99,0.43,9.78,63.7,61.1,23.48,52.8,10.08,387.39,85.1,3.48,44.57,76.6,38.26,56.3,61.09,10.87
Brazil 1,Grêmio,4,1,0,3,3,3.6,6,8,-2,29.2,48.7,1.74,1.46,8.13,42.9,11.03,18.29,11.03,1.88,2.03,9.58,52.26,58.3,22.35,46.8,12.41,340.26,85.2,4.35,40.06,67.4,35.71,52.8,50.52,13.94
Brazil 1,Athletico Paranaense,4,2,0,2,6,5.5,3,3,0,26.4,47.9,0.85,1.89,10.79,34.2,12.21,16.47,17.03,1.18,0.57,9.37,49.68,61.7,27.82,44.9,8.8,299.81,81.6,4.26,38.04,64.2,39.46,58.3,55.65,13.63
Brazil 1,Palmeiras,3,2,1,0,7,4.3,10,4,6,26.4,45.7,3.0,1.14,10.5,54.3,8.7,13.2,13.8,1.17,1.2,13.2,61.5,56.6,29.7,46.5,9.84,315.3,84.9,1.5,30.9,70.9,36.3,60.3,51.0,12.9
Brazil 1,Remo,4,0,3,1,3,2.7,6,8,-2,29.0,44.9,1.72,1.37,13.76,29.2,12.04,12.04,12.32,2.07,2.01,11.75,60.48,58.3,27.8,53.6,9.89,296.66,81.3,4.87,39.84,66.9,31.82,55.9,52.17,11.46
Brazil 1,Vitória,3,1,0,2,3,4.8,4,7,-3,28.3,43.8,1.19,1.27,10.13,38.2,9.54,16.69,13.41,1.0,2.09,10.43,55.73,58.8,31.89,33.6,12.03,266.72,81.2,3.58,36.95,66.9,32.78,60.0,49.17,10.43
Brazil 1,Bahia,3,2,1,0,7,3.1,4,2,2,27.6,42.2,1.14,1.27,9.14,43.8,11.14,22.57,10.57,1.76,0.57,14.29,57.43,55.2,27.43,34.4,10.16,283.43,81.8,3.71,40.29,66.7,30.29,64.2,51.71,15.71
Brazil 1,Coritiba,4,1,1,2,4,4.8,5,6,-1,27.8,40.1,1.1,1.25,10.12,23.9,7.7,14.96,11.22,1.56,1.32,15.84,52.15,61.6,28.83,38.2,18.3,266.7,82.9,2.42,29.71,68.1,38.29,65.5,54.13,10.12
Brazil 1,Chapecoense,3,1,2,0,5,3.1,8,6,2,29.2,39.2,2.41,1.1,10.54,34.3,7.83,12.34,9.63,1.98,1.81,18.36,52.07,57.2,35.22,35.9,20.98,298.9,80.2,1.51,34.62,62.6,41.54,51.4,53.58,11.14
Bulgaria 1,Levski Sofia,22,17,2,3,53,49.7,52,14,38,25.8,65.4,2.15,1.94,15.85,40.5,19.74,26.77,23.71,0.6,0.58,6.04,50.81,65.1,28.1,49.9,7.14,466.01,86.5,3.85,62.86,76.0,38.52,60.0,72.04,17.21
Bulgaria 1,Ludogorets,22,12,7,3,43,48.7,41,17,24,28.0,63.2,1.69,1.85,15.51,37.7,19.74,20.94,22.58,0.6,0.7,6.79,45.86,63.6,30.77,52.0,8.04,461.93,85.8,5.1,62.56,76.2,42.04,58.4,72.93,15.22
Bulgaria 1,CSKA Sofia,22,11,7,4,40,41.2,33,17,16,26.2,57.5,1.34,1.5,14.76,32.2,17.73,18.71,17.57,0.76,0.69,7.16,53.6,64.0,28.35,45.6,8.24,386.27,81.9,3.74,56.12,68.6,45.63,56.1,66.41,13.79
Bulgaria 1,Cherno More,22,9,9,4,36,31.0,26,15,11,27.7,55.2,1.09,1.32,11.54,37.7,15.52,21.41,15.6,1.19,0.63,10.37,65.07,64.8,38.1,44.5,7.77,366.36,79.7,2.93,49.52,64.4,41.61,49.6,64.82,16.23
Bulgaria 1,Arda,22,7,7,8,28,34.4,23,23,0,28.8,55.1,0.96,1.19,10.83,34.4,14.0,19.9,17.43,0.88,0.96,8.74,61.41,64.7,35.28,46.1,9.78,401.97,82.2,2.93,51.88,66.8,44.9,54.7,69.35,12.08
Bulgaria 1,CSKA 1948 Sofia,22,12,4,6,40,35.5,33,25,8,26.8,51.9,1.38,1.4,10.46,38.4,17.02,17.36,16.1,1.02,1.05,9.54,60.93,64.5,32.87,47.3,10.21,385.05,82.0,3.68,51.69,66.5,44.92,55.1,63.78,13.76
Bulgaria 1,Septemvri Sofia,21,5,3,13,18,16.8,20,44,-24,25.7,49.6,0.87,1.03,8.26,31.9,11.64,16.75,12.72,2.03,1.9,13.46,57.29,58.9,32.37,43.9,13.03,338.63,80.7,2.12,43.14,65.9,37.51,51.4,59.15,12.5
Bulgaria 1,Dobrudzha 1919,22,5,4,13,19,24.7,17,29,-12,25.9,47.4,0.71,0.9,9.08,33.6,12.38,18.08,13.18,1.25,1.21,8.91,65.73,63.2,34.35,48.2,11.0,350.46,79.5,3.01,49.67,62.4,46.53,51.9,63.93,10.46
Bulgaria 1,Botev Plovdiv,22,6,5,11,23,23.6,23,33,-10,25.4,47.1,1.01,1.05,10.22,39.1,14.09,17.6,14.0,1.4,1.45,12.42,58.41,61.2,32.16,46.2,12.88,352.19,81.5,3.47,45.9,67.9,39.58,51.0,61.48,13.95
Bulgaria 1,Lokomotiv Sofia 1929,21,6,9,6,27,28.0,24,23,1,28.0,46.7,1.05,1.12,8.89,37.7,14.2,16.42,14.11,1.17,1.0,11.72,66.56,63.8,33.98,45.6,12.06,331.07,77.6,5.05,42.26,62.4,48.92,51.5,67.3,11.67
Bulgaria 1,Lokomotiv Plovdiv,22,8,11,3,35,32.6,24,20,4,25.3,45.9,1.04,1.21,10.0,37.0,13.48,14.61,14.61,0.99,0.87,10.39,69.83,66.3,34.09,43.4,10.25,330.48,77.0,4.04,47.48,65.2,43.91,48.6,63.35,12.91
Bulgaria 1,Slavia Sofia,22,7,7,8,28,25.7,24,26,-2,25.9,44.4,1.0,1.03,10.7,33.5,9.99,16.69,13.78,1.35,1.08,12.74,63.69,60.8,32.51,39.2,11.23,318.54,77.7,2.83,45.42,64.3,43.46,51.4,63.86,13.36
Bulgaria 1,Beroe,22,3,9,10,18,19.4,17,34,-17,24.0,43.4,0.71,0.9,8.46,42.1,10.05,17.5,11.76,1.77,1.42,16.12,61.62,61.8,29.3,42.6,15.57,300.56,79.7,2.85,33.78,62.2,37.55,50.9,52.79,11.55
Bulgaria 1,Montana,22,3,6,13,15,23.9,14,36,-22,25.4,43.3,0.59,0.92,8.97,33.3,10.45,16.43,9.82,1.36,1.52,10.74,61.52,66.5,31.1,43.5,20.84,295.41,76.8,2.4,40.62,59.3,44.33,47.4,59.83,11.42
Bulgaria 1,Botev Vratsa,22,6,9,7,27,29.1,16,19,-3,27.1,43.2,0.67,0.96,8.6,37.6,11.33,15.69,11.12,1.07,0.8,10.36,66.29,63.0,33.52,43.6,13.38,299.79,77.9,2.69,43.8,58.4,43.05,44.2,55.3,10.87
Bulgaria 1,Spartak Varna,22,3,11,8,20,16.9,21,33,-12,24.1,40.8,0.87,0.73,7.56,32.8,9.62,17.17,10.28,1.72,1.36,14.99,64.57,63.1,31.25,43.1,14.26,272.77,77.3,2.64,35.88,62.4,36.5,49.7,53.22,10.16
Chile 1,Colo Colo,4,3,0,1,9,9.1,5,3,2,27.3,59.7,1.1,2.03,15.0,38.2,19.41,17.43,26.25,0.71,0.66,7.06,54.71,63.7,31.1,46.8,6.43,447.79,84.0,8.38,57.57,75.5,43.24,55.6,76.76,23.82
Chile 1,Universidad Católica,4,2,1,1,7,7.7,9,6,3,29.5,58.3,2.0,1.57,12.44,37.5,26.44,15.56,18.0,0.86,1.33,8.89,48.44,67.9,36.0,53.7,8.77,387.11,83.5,5.33,48.44,76.1,46.0,60.4,74.67,12.67
Chile 1,Universidad de Chile,4,0,3,1,3,5.9,3,4,-1,28.8,56.0,0.65,0.87,7.61,31.4,13.7,17.61,13.26,0.82,0.87,6.96,51.96,61.9,38.91,44.1,8.49,401.96,81.8,4.57,54.57,67.7,46.52,55.1,58.91,14.35
Chile 1,Audax Italiano,4,2,1,1,7,6.4,4,1,3,25.9,55.9,0.87,0.99,8.87,43.9,13.2,17.31,10.38,0.58,0.22,9.09,46.73,64.4,27.04,42.4,9.92,365.19,81.9,4.11,43.49,71.1,40.46,56.7,60.58,12.98
Chile 1,Concepción,4,0,1,3,1,5.9,3,7,-4,31.0,55.6,0.66,1.27,11.14,25.5,20.75,19.0,13.98,1.04,1.53,8.74,53.3,61.9,29.71,44.9,10.89,386.21,84.3,7.21,57.23,71.4,45.22,56.5,68.16,15.29
Chile 1,Unión La Calera,4,2,0,2,6,4.3,4,3,1,28.0,51.3,0.89,0.71,6.68,33.3,10.47,10.02,9.8,1.08,0.67,9.58,59.03,60.8,35.87,48.4,9.87,358.22,81.2,4.23,34.98,65.6,55.25,59.7,63.27,6.68
Chile 1,O'Higgins,4,2,0,2,6,6.6,4,4,0,26.3,50.5,0.88,1.19,9.04,39.0,19.41,17.43,15.44,0.85,0.88,8.6,48.09,63.8,33.75,42.5,10.41,331.32,79.8,2.43,43.46,71.6,40.15,54.4,59.78,16.54
Chile 1,La Serena,4,0,2,2,2,4.2,3,5,-2,27.0,50.0,0.66,0.84,7.96,38.9,11.06,11.5,12.16,1.18,1.11,9.07,55.06,58.2,45.55,44.7,6.33,296.54,78.4,3.76,42.24,59.7,39.58,54.2,55.06,9.07
Chile 1,Everton,4,0,0,4,0,2.8,0,7,-7,27.8,49.7,0.0,0.56,10.05,15.2,17.69,15.73,10.05,1.64,1.53,12.45,51.99,63.4,34.51,35.4,9.1,306.92,79.4,3.5,49.81,71.1,41.72,62.8,61.6,13.76
