League,Team,Matches,Wins,Draws,Losses,Points,Expected Points,Goals For,Goals Against,Goal Difference,Avg Age,Possession %,Goals p90,xG p90,Shots p90,Shot Accuracy %,Crosses p90,Dribbles p90,Touches in Box p90,xG Against p90,Goals Against p90,Shots Against p90,Defensive Duels p90,Defensive Duels Won %,Aerial Duels p90,Aerial Duels Won %,PPDA,Passes p90,Pass Accuracy %,Through Passes p90,Passes to Final Third p90,Passes to Final Third Acc %,Long Passes p90,Long Pass Accuracy %,Progressive Passes p90,Progressive Runs p90
Kazakhstan 1,Ulytau,26,5,8,13,23,24.7,20,41,-21,30.5,43.5,0.71,0.8,8.74,27.5,11.07,13.94,10.86,1.42,1.45,13.13,62.05,63.9,37.11,42.2,12.18,301.7,76.8,3.5,36.47,55.3,43.3,47.5,56.04,9.55
Kazakhstan 1,Kaisar,26,3,13,10,22,24.9,24,42,-18,27.1,36.3,0.85,1.06,9.47,34.2,11.09,12.15,12.75,1.84,1.48,13.87,58.27,60.5,46.76,40.6,14.45,223.49,72.1,4.23,40.35,54.5,48.38,51.9,52.46,6.3
Korea 1,Ulsan Hyundai,38,11,11,16,44,55.9,42,50,-8,28.8,56.4,0.98,1.35,11.92,30.4,16.26,17.1,20.86,1.23,1.17,10.28,57.66,64.5,32.73,45.0,9.86,425.63,83.5,3.48,50.51,72.7,36.36,52.9,71.26,15.54
Korea 1,Seoul,38,12,13,13,49,62.8,50,52,-2,28.1,52.8,1.17,1.34,12.97,35.1,14.67,16.52,17.33,0.94,1.21,8.47,51.14,66.2,32.33,41.3,10.88,410.04,84.0,3.92,46.75,70.6,41.01,54.9,62.94,14.21
Korea 1,Gwangju,38,15,9,14,54,50.3,40,41,-1,28.9,51.8,0.93,1.03,8.92,35.5,11.0,19.36,14.82,1.09,0.96,10.48,51.3,65.2,32.15,45.5,11.85,356.32,83.4,2.98,41.33,70.5,35.74,52.8,54.63,17.36
Korea 1,Pohang Steelers,38,16,8,14,56,51.6,41,46,-5,28.9,51.4,0.96,1.11,10.19,36.2,12.42,16.25,13.79,1.17,1.08,9.82,55.24,65.7,37.67,46.3,11.52,376.89,84.3,2.33,41.97,70.3,41.05,58.8,61.32,12.42
Korea 1,Daegu,38,7,13,18,34,43.4,47,67,-20,27.6,49.9,1.08,1.04,10.9,33.2,13.35,16.85,13.21,1.35,1.52,10.93,57.47,67.2,34.51,46.4,11.75,355.18,82.3,2.33,42.58,69.8,38.36,54.1,60.7,12.03
Korea 1,Gimcheon Sangmu,38,18,7,13,61,57.9,59,45,14,26.1,49.6,1.38,1.43,12.52,36.4,14.79,17.45,18.62,1.21,1.05,9.88,56.81,64.1,31.91,47.4,10.01,384.95,82.9,3.32,46.67,73.2,33.33,55.8,64.14,16.91
Korea 1,Daejeon Citizen,38,18,11,9,65,49.0,58,46,12,29.8,49.5,1.36,1.23,9.91,37.4,13.01,15.8,14.6,1.39,1.08,12.68,58.5,62.1,36.12,42.2,11.58,382.8,82.6,3.87,44.65,71.4,40.41,57.4,65.18,10.27
Korea 1,Jeonbuk Motors,38,23,10,5,79,61.8,64,32,32,29.0,49.2,1.49,1.36,9.45,39.3,14.09,13.46,15.34,1.02,0.74,11.6,54.72,61.1,33.28,46.9,10.67,370.79,84.1,2.37,41.4,73.7,38.83,56.8,60.25,13.72
Korea 1,Gangwon,38,13,13,12,52,47.6,37,41,-4,26.0,48.9,0.89,0.94,8.7,36.8,13.49,13.73,13.83,1.06,0.96,9.98,57.95,64.7,35.25,45.0,11.33,359.57,81.7,2.58,42.36,68.8,38.48,53.5,61.18,12.27
Korea 1,Jeju SK,38,10,9,19,39,44.6,40,53,-13,28.7,48.5,0.93,1.08,10.37,33.8,13.22,18.43,14.56,1.44,1.24,11.82,56.87,62.8,38.29,47.0,10.61,377.38,83.0,3.81,46.24,67.8,41.31,54.8,62.76,11.94
Korea 1,Suwon,38,11,9,18,42,53.2,51,58,-7,29.9,45.8,1.17,1.35,12.11,38.2,11.77,16.6,14.83,1.27,1.34,11.05,56.1,64.7,37.19,46.9,12.51,305.97,80.0,4.21,41.43,65.1,41.64,56.0,61.58,10.94
Korea 1,Anyang,38,14,7,17,49,47.2,49,47,2,30.6,45.5,1.16,1.13,10.83,36.1,13.75,14.01,15.24,1.23,1.09,11.88,58.85,62.5,40.39,44.1,11.26,334.9,80.8,3.51,43.8,68.6,37.95,55.0,62.36,11.4
Kosovo 1,Ballkani,21,10,6,5,36,27.0,42,23,19,26.4,55.3,2.4,1.54,12.99,35.7,10.3,20.48,16.02,1.14,1.03,9.61,57.27,61.9,32.5,47.5,10.48,410.86,85.6,4.46,53.5,70.3,45.49,55.5,66.6,16.48
Kosovo 1,Drita,21,11,5,5,38,34.3,30,21,9,28.2,53.6,1.38,1.47,10.8,34.9,19.26,15.31,17.74,0.8,0.92,7.86,62.05,65.3,35.72,48.5,9.61,384.5,81.2,3.49,52.12,66.0,47.39,56.5,72.53,12.92
Kosovo 1,Prishtina,21,11,3,7,36,29.4,37,28,9,26.3,53.2,1.7,1.17,9.88,37.7,13.01,16.87,16.73,1.06,1.2,8.55,56.95,63.2,30.15,43.6,10.24,391.81,81.8,4.64,52.17,66.2,47.85,51.3,70.33,13.7
Kosovo 1,Gjilani,21,8,6,7,30,29.1,25,26,-1,28.1,53.0,1.09,1.3,9.53,37.9,18.1,17.28,15.58,1.23,1.13,10.18,62.23,63.4,35.29,42.8,8.91,363.79,81.5,2.22,48.48,69.4,45.74,55.9,65.76,15.15
Kosovo 1,Ferizaj,21,6,4,11,22,25.3,20,31,-11,28.3,51.3,1.07,1.27,10.91,35.5,19.88,19.56,15.85,1.13,1.4,8.97,66.36,64.0,40.78,41.1,9.16,365.53,78.6,4.19,53.73,67.1,46.16,53.9,71.41,12.63
Kosovo 1,Dukagjini,21,8,7,6,31,26.5,23,18,5,28.1,49.2,1.18,1.11,10.24,39.5,12.4,18.08,13.78,1.02,0.92,9.73,65.0,64.5,37.19,44.5,11.41,341.61,78.0,3.74,45.59,64.0,45.08,48.6,65.11,10.55
Kosovo 1,Malisheva,21,10,4,7,34,22.5,29,28,1,25.8,48.2,1.49,1.19,10.19,36.2,8.71,19.11,15.83,1.38,1.18,13.06,64.13,60.4,35.91,47.4,10.96,318.97,79.4,2.71,40.36,64.8,42.77,56.9,63.41,11.94
Kosovo 1,Llapi,21,5,7,9,22,23.6,25,34,-9,26.9,47.3,1.09,1.16,11.16,31.5,14.2,18.68,13.77,1.68,1.48,12.08,66.81,62.8,31.4,42.0,10.67,306.62,77.7,3.52,47.3,65.7,41.48,47.6,61.59,12.34
Kosovo 1,Drenica Skënderaj,21,6,4,11,19,22.1,22,32,-10,27.1,47.2,1.12,1.01,10.2,33.3,14.76,18.77,15.88,1.19,1.57,9.69,68.49,63.1,35.51,46.0,11.38,330.63,76.2,4.21,50.43,63.6,45.76,52.7,68.03,11.92
Kosovo 1,Prishtina e Re,21,5,4,12,19,21.5,18,30,-12,27.1,42.2,0.8,0.96,7.91,32.4,10.56,19.94,11.58,1.42,1.33,13.04,68.91,60.7,37.97,47.6,11.75,294.22,77.5,3.36,37.35,55.6,43.23,52.8,56.89,11.05
Latvia 1,Riga FC,36,27,7,2,88,79.7,85,26,59,24.7,62.7,2.21,2.22,16.47,36.3,23.46,28.74,28.71,0.82,0.68,7.82,54.82,61.8,34.69,51.9,6.76,468.16,85.0,5.48,64.02,73.6,39.7,53.3,78.75,19.07
Latvia 1,RFS,36,28,3,5,87,74.2,100,39,61,28.3,61.4,2.61,1.95,15.63,41.8,20.45,21.81,26.73,0.78,1.02,7.56,55.55,60.7,36.3,56.9,7.78,511.99,86.8,4.14,65.53,78.5,40.36,60.4,84.27,20.04
Latvia 1,FK Auda,36,13,6,17,45,58.2,44,49,-5,25.2,57.3,1.14,1.57,14.48,30.5,19.71,23.3,21.49,1.31,1.26,10.73,55.79,61.1,36.74,44.9,9.21,434.26,82.3,3.64,56.46,69.6,49.31,54.3,78.31,16.64
Latvia 1,FK Liepāja,36,18,7,11,61,51.1,59,55,4,27.2,52.4,1.52,1.44,11.5,38.1,16.55,20.78,20.08,1.38,1.42,10.85,57.34,62.8,33.1,49.1,10.72,393.1,82.7,2.96,45.17,71.0,39.99,57.7,71.05,17.22
Latvia 1,FS Jelgava,36,8,14,14,38,43.7,39,46,-7,24.0,46.9,1.01,1.2,11.43,31.3,15.83,22.18,17.44,1.5,1.19,12.31,67.33,61.4,38.25,41.8,10.5,358.7,79.5,3.37,47.76,66.0,43.35,51.6,69.37,15.03
Latvia 1,BFC Daugavpils,36,13,9,14,48,45.9,51,62,-11,21.6,46.8,1.32,1.34,10.65,34.8,13.66,20.99,16.04,1.55,1.61,12.15,62.53,60.0,44.24,48.2,11.66,326.44,80.5,2.77,43.2,67.5,48.98,59.5,68.34,13.84
Latvia 1,FK Tukums 2000/Telms,36,9,9,18,36,33.4,39,62,-23,22.0,44.4,1.01,1.03,10.07,31.7,12.74,17.02,11.91,1.85,1.61,15.39,73.31,60.6,41.08,43.0,10.23,315.49,76.3,4.75,47.21,61.2,51.72,53.8,69.76,12.28
Latvia 1,SK Super Nova Salaspils,36,6,14,16,32,40.5,44,56,-12,25.0,43.2,1.15,1.04,9.19,34.1,12.76,15.08,13.36,1.5,1.46,13.28,72.13,60.2,44.83,40.2,12.2,317.73,77.8,3.34,43.66,63.7,44.7,56.0,66.65,12.19
Latvia 1,Grobiņa,36,8,8,20,32,42.2,33,64,-31,24.3,42.5,0.85,1.22,9.28,31.2,13.62,16.8,14.39,1.58,1.64,11.95,71.07,62.0,42.78,42.1,11.7,293.6,75.0,2.1,39.52,57.2,43.01,47.0,62.04,10.9
Latvia 1,FK Metta,36,8,7,21,31,34.0,39,74,-35,21.4,42.4,1.03,1.02,8.83,34.2,14.15,17.43,11.75,1.76,1.95,15.54,74.54,62.2,41.28,38.8,15.23,315.2,76.5,3.44,44.04,57.4,53.58,52.2,68.86,13.41
Mexico 1,Cruz Azul,28,16,9,3,57,47.0,50,32,18,28.0,56.4,1.57,1.3,13.81,35.3,16.98,16.23,17.58,0.94,1.01,8.27,52.55,63.6,26.16,45.2,9.02,369.37,82.8,5.25,47.64,68.4,41.32,52.6,61.86,16.82
Mexico 1,Monterrey,28,14,5,9,47,44.2,49,41,8,28.9,56.2,1.57,1.47,11.51,40.3,13.72,15.12,14.87,1.12,1.31,10.29,49.11,59.8,21.96,48.2,11.23,437.69,87.3,3.77,49.75,76.2,39.04,61.4,64.04,14.1
Mexico 1,América,26,14,6,6,48,44.4,42,24,18,27.1,54.5,1.44,1.27,11.38,36.3,14.19,20.13,16.07,0.74,0.82,7.66,48.26,66.2,25.02,47.4,11.72,404.2,86.7,3.55,50.38,78.4,34.49,56.0,62.11,16.07
Mexico 1,Toluca,30,18,8,4,62,59.0,59,26,33,27.8,54.0,1.75,1.77,13.95,35.3,11.64,17.84,17.13,0.88,0.77,8.22,59.4,63.6,22.44,48.5,10.14,410.7,85.9,4.57,49.84,73.9,34.91,51.7,64.74,15.08
Mexico 1,Tigres UANL,30,15,9,6,54,50.0,55,31,24,29.6,53.5,1.6,1.55,12.45,39.3,12.1,20.44,19.18,1.04,0.9,9.74,54.4,63.1,26.27,46.7,10.14,389.85,84.7,3.06,48.51,71.1,35.63,53.2,56.62,14.64
Mexico 1,Guadalajara,26,15,3,8,48,43.8,43,31,12,25.5,51.8,1.47,1.36,11.69,32.6,13.58,16.66,16.01,0.99,1.06,8.61,54.86,62.9,29.31,46.0,10.85,408.55,85.8,4.87,49.71,70.8,41.69,56.8,62.71,12.79
Mexico 1,León,24,5,5,14,20,25.4,21,41,-20,25.7,51.0,0.78,1.08,9.72,36.0,11.88,17.17,12.37,1.58,1.53,13.75,63.7,60.7,23.06,44.4,11.82,374.57,84.3,3.24,42.8,72.5,37.48,52.9,59.86,12.33
Mexico 1,Pumas UNAM,25,9,9,7,36,34.9,39,34,5,25.6,50.7,1.38,1.23,9.71,33.6,12.58,12.76,13.72,1.24,1.21,11.34,51.68,59.9,24.81,39.4,11.87,371.95,84.9,3.23,47.64,74.9,35.02,54.4,58.27,15.53
Mexico 1,Juárez,27,8,7,12,31,34.2,39,46,-7,26.9,50.5,1.28,1.08,9.83,36.0,15.44,17.34,12.19,1.29,1.51,10.98,52.77,61.1,27.2,47.6,12.16,332.76,82.7,1.9,40.21,71.9,32.84,53.7,54.9,14.72
Mexico 1,Pachuca,26,11,6,9,39,36.6,34,29,5,27.7,50.4,1.16,1.03,11.23,32.6,13.63,16.4,12.74,0.98,0.99,9.32,55.07,63.1,24.18,44.9,12.47,362.19,83.9,3.9,44.52,73.2,38.73,55.5,61.58,15.38
Mexico 1,Necaxa,24,7,5,12,26,31.4,33,43,-10,28.0,50.2,1.22,1.26,12.16,34.5,13.93,18.94,14.81,1.36,1.58,11.09,58.1,64.1,26.56,42.9,9.81,323.45,82.3,4.02,44.06,68.0,36.95,53.6,55.11,13.15
Mexico 1,Club Tijuana,27,9,11,7,38,35.9,41,35,6,26.6,49.4,1.35,1.21,9.8,34.7,13.43,14.59,11.98,1.32,1.16,10.73,56.2,61.1,27.52,50.4,12.98,334.06,84.1,2.34,36.07,70.5,41.88,60.8,55.71,11.19
Mexico 1,Puebla,24,4,5,15,17,24.7,25,52,-27,25.3,48.6,0.93,0.97,9.83,35.5,10.72,16.91,12.65,1.49,1.93,11.83,59.74,64.0,27.03,44.2,12.35,324.81,82.7,3.0,39.49,67.7,34.97,52.7,52.18,16.35
Mexico 1,Atlético de San Luis,24,7,2,15,23,30.5,37,42,-5,26.7,47.5,1.36,1.08,8.5,38.5,11.74,12.88,11.41,1.23,1.55,9.83,49.21,60.5,28.01,39.7,12.97,329.74,83.2,3.53,41.3,67.6,35.41,53.0,58.01,9.98
Mexico 1,Atlas,24,8,6,10,30,27.9,33,44,-11,28.3,44.1,1.2,1.05,8.75,35.0,8.64,13.82,11.12,1.38,1.6,12.03,55.28,60.2,25.27,41.3,11.82,309.64,82.7,2.74,34.5,63.0,34.53,53.3,50.11,9.52
Mexico 1,Santos Laguna,24,6,3,15,21,24.8,29,49,-20,26.5,44.0,1.07,1.13,8.9,40.2,9.27,16.54,11.89,1.78,1.81,14.18,53.49,60.2,28.65,43.9,14.73,264.76,80.7,3.51,32.82,67.4,33.3,54.0,48.73,12.7
Mexico 1,Mazatlán,24,3,9,12,18,23.7,27,43,-16,27.8,44.0,0.98,1.03,7.56,36.5,9.81,15.01,10.76,1.6,1.56,12.18,54.12,58.2,25.7,40.7,13.13,282.1,81.8,2.51,35.55,66.4,30.5,50.9,50.85,9.89
Mexico 1,Querétaro,23,7,4,12,25,23.5,24,37,-13,27.2,37.3,0.93,0.96,7.42,38.5,11.44,12.21,9.66,1.43,1.43,11.94,58.16,61.4,26.28,40.9,19.38,268.8,79.0,3.13,36.63,62.2,38.02,49.4,50.16,8.15
Moldova 1,Sheriff,21,13,2,6,41,43.9,43,17,26,23.3,60.1,1.91,1.98,15.47,31.5,19.72,25.66,26.01,0.7,0.75,5.98,56.19,64.9,39.17,48.1,6.11,427.36,82.7,4.65,65.27,68.9,42.5,53.5,74.62,16.31
Moldova 1,Zimbru,21,13,5,3,44,40.6,52,21,31,26.3,55.9,2.33,1.9,15.72,41.0,14.96,25.52,22.07,0.96,0.94,8.24,54.49,65.2,35.55,44.8,9.45,441.27,83.1,6.09,54.09,64.3,40.25,48.8,69.09,17.6
Moldova 1,Petrocub,21,14,6,1,48,39.9,44,14,30,26.8,53.4,1.94,1.63,13.39,41.9,20.01,16.08,19.4,0.79,0.62,9.06,58.28,63.8,37.56,46.9,10.49,405.68,80.9,4.11,56.82,65.5,46.3,52.9,76.08,15.73
Moldova 1,Milsami,21,11,4,6,37,30.8,42,25,17,25.9,52.7,1.85,1.56,12.01,41.0,15.05,19.5,16.5,1.38,1.1,10.61,62.89,61.2,34.2,43.0,9.61,364.67,78.6,5.55,58.8,57.9,57.3,48.5,69.49,14.39
Moldova 1,CSF Bălți,21,8,5,8,29,27.1,27,29,-2,25.6,47.2,1.19,1.28,9.75,38.5,12.31,14.87,13.77,1.2,1.28,12.49,61.93,60.8,42.02,47.9,11.22,340.93,77.2,3.88,47.49,56.4,49.66,44.7,63.56,11.87
Moldova 1,Politehnica UTM,21,4,1,16,13,22.8,24,61,-37,18.6,47.0,1.07,1.32,12.42,38.5,10.64,21.18,13.14,2.02,2.73,13.81,72.35,62.4,30.83,40.6,11.94,339.22,79.3,3.75,46.47,62.6,43.79,50.3,66.63,14.39
Moldova 1,Dacia-Buiucani,21,4,3,14,15,20.6,24,39,-15,24.4,45.2,1.06,0.94,8.53,34.0,12.62,16.1,12.14,1.51,1.72,13.02,58.72,63.1,30.88,42.3,15.58,315.13,77.2,3.56,41.09,58.1,42.58,48.3,65.98,12.76
Moldova 1,Spartanii Selemet,21,3,2,16,11,8.4,13,63,-50,21.5,39.2,0.59,0.67,6.98,34.2,7.61,15.09,6.76,2.75,2.84,21.22,67.84,57.9,22.79,42.7,21.32,315.5,75.9,2.21,34.23,56.3,46.8,48.9,64.1,10.32
Montenegro 1,Budućnost,21,8,4,9,28,28.1,23,20,3,27.1,55.2,1.11,1.13,10.55,34.4,14.23,20.23,15.53,0.89,0.87,9.73,68.18,63.2,29.13,51.2,8.56,404.56,79.8,7.11,54.24,61.0,50.32,48.5,69.97,15.34
Montenegro 1,Mladost DG,21,9,3,9,30,27.3,31,30,1,24.5,53.7,1.51,1.37,10.69,37.4,13.47,20.94,13.47,1.31,1.46,9.08,63.94,67.2,32.65,44.1,9.11,380.4,78.4,2.78,50.12,58.6,50.12,49.8,69.16,14.15
Montenegro 1,Mornar,21,9,6,6,33,29.5,27,24,3,27.5,51.9,1.33,1.34,10.77,35.3,12.6,20.61,14.33,1.2,1.09,10.08,66.97,63.5,34.55,47.5,9.52,366.97,77.7,3.86,51.45,59.3,51.1,48.2,69.69,13.15
Montenegro 1,Petrovac,21,7,8,6,29,26.4,30,22,8,26.6,51.9,1.49,1.05,11.94,32.4,15.36,18.44,13.58,1.02,0.94,9.76,59.42,62.4,34.89,46.3,10.05,377.64,79.5,5.35,57.54,58.7,54.02,52.8,68.34,11.8
Montenegro 1,Sutjeska,21,12,3,6,39,28.4,35,23,12,26.6,51.5,1.72,1.34,11.66,39.2,13.92,17.51,17.66,0.97,0.98,9.74,70.18,62.5,34.08,45.2,8.58,387.34,78.7,4.72,55.82,58.9,46.97,45.7,72.05,11.46
Montenegro 1,Dečić,21,10,5,6,35,23.8,29,29,0,26.9,51.4,1.43,1.01,8.06,41.7,13.2,16.96,13.01,1.24,1.38,11.67,65.87,59.9,37.38,44.3,11.34,394.27,81.0,4.99,54.69,64.0,53.55,55.5,75.21,11.18
Montenegro 1,Jezero,21,8,6,7,30,28.5,27,25,2,26.5,50.9,1.34,1.19,10.86,35.8,12.3,20.62,12.2,1.09,1.1,9.66,70.53,63.9,30.78,44.0,9.07,408.26,80.3,5.03,52.3,58.9,44.08,45.8,69.23,13.95
Montenegro 1,Jedinstvo,21,3,6,12,15,22.0,11,28,-17,25.4,45.8,0.55,0.84,9.58,35.2,12.75,20.99,10.12,1.07,1.24,10.32,72.49,64.5,40.73,45.2,9.32,325.77,75.2,3.67,51.2,61.4,48.57,50.5,66.04,11.46
Montenegro 1,Bokelj,21,4,9,8,21,23.6,24,30,-6,26.3,43.7,1.18,0.99,7.91,40.4,13.47,15.04,11.5,1.15,1.43,10.57,67.44,62.6,40.06,42.3,12.83,314.19,74.8,3.69,46.3,58.5,50.78,50.8,67.49,9.88
Montenegro 1,Arsenal Tivat,21,6,8,7,26,20.9,20,26,-6,28.6,43.5,0.99,0.63,7.34,32.9,10.39,17.09,10.1,0.96,1.23,8.77,72.07,64.2,44.09,44.4,10.41,291.92,71.0,4.04,48.62,48.9,52.17,44.1,64.48,8.62
Morocco 1,Raja Casablanca,13,6,5,2,23,21.4,13,4,9,28.2,61.8,0.95,1.26,9.77,35.8,12.03,17.07,14.29,0.67,0.22,7.37,49.52,63.8,25.38,46.0,8.32,439.42,86.7,3.94,52.15,74.8,34.35,55.8,68.05,11.16
Morocco 1,RSB Berkane,8,5,2,1,17,13.3,16,8,8,28.3,59.2,2.03,1.24,11.93,29.8,16.5,20.69,17.9,0.59,1.02,6.85,52.81,66.3,29.32,50.2,8.51,445.43,84.4,4.82,56.74,70.7,43.92,51.2,68.93,13.07
Morocco 1,FAR Rabat,9,5,4,0,19,20.1,15,2,13,28.5,56.5,1.49,1.4,11.4,33.9,18.63,19.33,18.34,0.32,0.2,5.35,50.95,62.6,29.74,50.0,9.4,417.79,83.7,5.35,55.7,74.0,38.06,57.8,70.87,14.97
Morocco 1,Maghreb Fès,11,6,5,0,23,15.1,17,5,12,28.7,53.6,1.37,0.92,7.11,46.6,9.69,9.94,9.21,0.9,0.4,8.4,54.86,59.4,31.43,46.3,11.01,374.38,83.7,3.8,43.06,66.0,42.5,50.6,62.77,10.18
Morocco 1,Yacoub El Mansour,12,1,4,7,7,18.3,10,17,-7,28.7,52.7,0.74,1.17,9.73,34.1,15.11,16.29,14.08,0.88,1.25,7.15,60.15,64.5,34.57,45.8,8.54,326.9,78.8,5.01,49.24,63.9,45.63,54.4,64.13,13.64
Morocco 1,Ittihad Tanger,13,2,6,5,12,11.4,10,17,-7,27.7,52.2,0.68,0.73,8.31,26.8,11.82,13.92,11.28,1.49,1.15,11.01,49.39,64.6,35.0,48.8,8.57,331.69,80.1,4.73,50.34,64.7,42.3,52.7,61.55,9.19
Morocco 1,Wydad Casablanca,9,7,2,0,23,12.3,19,5,14,28.4,51.4,2.08,1.28,11.48,45.7,13.45,14.65,16.84,1.06,0.44,10.06,52.93,57.0,29.53,46.3,8.02,333.43,80.8,1.42,44.95,71.0,45.27,59.7,67.8,10.39
Morocco 1,FUS Rabat,11,2,3,6,9,13.1,11,16,-5,26.2,50.9,0.98,1.19,9.32,36.2,13.4,13.05,12.78,1.17,1.24,9.32,52.54,62.8,37.37,40.9,9.45,325.3,77.2,5.86,50.77,61.4,49.17,48.2,60.89,9.41
Morocco 1,Khemis Zemamra,12,3,3,6,12,15.3,8,16,-8,26.1,49.4,0.59,1.0,9.02,28.7,11.24,18.19,10.8,1.11,1.11,9.76,58.87,64.7,36.68,43.5,10.0,328.05,79.8,2.29,44.15,63.1,45.55,50.2,59.83,9.91
Morocco 1,CODM Meknès,13,6,5,2,23,16.1,11,8,3,28.9,48.6,0.74,0.8,8.19,28.9,10.09,13.54,9.95,0.93,0.54,9.62,61.69,61.6,40.9,42.5,8.27,300.2,78.5,2.51,40.84,61.9,44.15,50.8,61.56,6.57
Morocco 1,Olympique Dcheïra,12,4,3,5,15,17.8,11,17,-6,28.8,45.6,0.81,1.05,9.15,37.9,15.57,17.7,12.98,0.9,1.25,10.18,55.55,60.8,36.52,48.1,10.75,282.91,74.9,5.61,45.37,58.4,45.74,49.0,61.16,9.52
Morocco 1,Olympic Safi,9,1,2,6,5,10.1,6,16,-10,27.8,45.6,0.59,0.79,7.8,31.6,11.95,13.63,10.47,1.11,1.58,8.4,45.84,62.3,29.44,40.9,13.77,300.92,78.5,4.94,43.86,64.9,40.8,52.3,61.65,8.99
Morocco 1,UTS Rabat,13,0,8,5,8,11.5,10,18,-8,26.3,44.5,0.67,0.73,6.74,37.0,8.42,13.27,9.23,1.38,1.21,10.24,50.46,57.5,44.66,44.9,11.39,257.47,76.0,3.03,39.88,57.3,45.88,50.5,50.86,7.88
Morocco 1,Hassania Agadir,12,4,3,5,15,10.5,10,14,-4,24.9,44.0,0.9,0.63,7.9,31.8,11.4,15.79,8.34,1.04,0.99,8.79,56.53,60.3,36.7,44.7,11.16,274.67,76.2,4.13,45.76,60.2,47.65,50.1,55.54,8.43
Morocco 1,Kawkab Marrakech,11,2,4,5,10,15.0,9,10,-1,26.2,43.4,0.72,1.17,10.43,25.4,9.63,14.12,11.07,1.21,0.8,8.9,59.52,65.5,51.02,44.5,10.58,248.34,77.6,3.85,44.44,65.5,39.87,52.5,56.55,7.94
Morocco 1,Difaâ El Jadida,12,4,5,3,17,16.1,8,11,-3,27.0,42.8,0.61,0.94,7.2,35.1,10.26,16.77,9.8,0.93,0.84,9.65,58.98,63.9,38.07,46.9,12.29,290.76,75.8,3.68,39.83,58.8,46.65,45.8,61.58,7.58
Netherlands 1,PSV,24,20,2,2,62,48.6,70,29,41,25.7,59.6,2.71,1.96,15.27,41.3,15.85,21.77,27.1,1.01,1.04,9.51,58.22,65.5,28.69,49.1,8.77,516.38,87.1,3.6,60.19,80.9,32.16,55.3,77.09,21.38
Netherlands 1,NEC,24,12,7,5,43,37.9,59,40,19,26.5,58.2,2.24,1.7,13.52,42.7,16.37,21.23,22.37,1.37,1.52,9.72,52.29,63.9,39.53,42.1,7.76,390.42,82.4,3.87,54.91,69.9,45.34,56.8,68.32,17.77
Netherlands 1,Ajax,24,11,10,3,43,37.3,47,31,16,25.3,55.7,1.8,1.58,12.97,43.1,13.88,18.47,24.59,1.26,1.19,11.05,50.34,61.6,25.97,47.0,11.65,483.2,86.8,2.75,48.96,79.9,38.98,59.0,70.65,18.59
Netherlands 1,Twente,24,9,11,4,38,47.8,39,26,13,26.2,54.3,1.5,2.02,16.81,35.9,14.65,21.04,27.46,1.0,1.0,8.69,56.46,62.6,36.38,39.6,9.34,431.12,83.2,3.69,53.08,73.8,46.54,56.7,75.42,19.77
Netherlands 1,Feyenoord,24,15,3,6,48,43.7,55,33,22,24.9,53.6,2.1,1.81,14.94,40.9,17.85,25.45,26.94,1.06,1.26,9.1,51.48,62.7,32.06,52.6,10.86,415.15,84.4,3.13,53.62,76.5,31.72,52.9,65.5,22.89
Netherlands 1,AZ,24,11,6,7,39,40.2,42,38,4,23.9,52.5,1.62,1.71,13.41,39.5,12.75,20.36,22.3,1.23,1.47,10.86,58.51,61.8,31.84,40.0,11.19,416.34,83.7,3.79,48.88,72.5,42.04,57.8,71.95,19.4
Netherlands 1,Go Ahead Eagles,24,5,11,8,26,26.1,37,39,-2,25.4,51.2,1.42,1.25,9.94,46.5,18.51,14.65,17.79,1.9,1.49,15.57,50.11,57.3,31.78,39.6,12.09,388.34,82.4,5.32,51.94,70.0,47.7,54.7,69.19,12.51
Netherlands 1,Groningen,24,9,4,11,31,36.3,31,32,-1,24.2,51.2,1.19,1.38,12.77,39.8,15.6,16.71,18.28,1.17,1.22,9.25,56.66,63.8,40.41,39.2,10.88,389.13,82.4,3.36,50.7,71.8,42.67,58.0,69.77,14.6
Netherlands 1,Heerenveen,24,8,7,9,31,39.2,40,42,-2,24.3,50.4,1.51,1.64,13.47,35.3,14.48,18.33,23.31,1.36,1.58,10.6,52.62,60.3,35.53,44.2,10.92,389.84,82.2,3.89,51.07,70.8,43.79,52.5,72.08,17.5
Netherlands 1,NAC Breda,24,5,7,12,22,29.6,25,36,-11,25.6,47.6,0.96,1.22,11.08,33.8,15.21,17.46,18.08,1.5,1.38,10.93,57.55,63.5,38.52,46.5,11.35,367.83,80.7,3.1,44.33,69.8,40.7,57.2,68.9,15.1
Netherlands 1,Excelsior,24,7,5,12,26,25.5,26,41,-15,23.6,47.4,1.0,1.16,9.08,37.3,13.54,18.55,14.08,1.64,1.58,13.89,56.02,57.8,34.51,47.2,12.63,360.92,81.3,2.92,45.33,63.3,45.6,54.8,64.53,15.35
Netherlands 1,Utrecht,24,8,7,9,31,35.0,36,31,5,26.2,46.7,1.38,1.37,12.6,35.7,13.72,20.06,17.22,1.26,1.19,11.11,58.91,64.0,37.93,48.6,12.16,372.14,81.9,2.69,44.08,72.1,42.0,58.4,70.56,14.18
